Index,Company,sector,annual_return_log,Std,Skewness,Kurtosis
85,KMX,Consumer Discretionary,0.04787165146957455,0.5994525896525787,-0.713588883,8.171783847263733
86,CCL,Consumer Discretionary,-0.939381836,1.282439974723148,-0.815769004,5.527818636806865
87,CTLT,Health Care,0.5600141914125351,0.5487241880850668,-0.952236884,7.472799365773206
88,CAT,Industrials,0.2526140880198898,0.4686956517405809,-0.769790324,3.798957054465566
89,CBOE,Financials,-0.266794484,0.4536506695927012,-0.87050098,7.890966245365183
90,CBRE,Real Estate,0.018167327889459114,0.6500247115685341,-0.236383373,4.038159904415923
91,CDW,Information Technology,-0.02994495,0.5189776858945914,-0.612691105,4.073791920688216
92,CE,Materials,0.13973989287993815,0.5654450141263259,-1.17625167,5.496665121898964
93,CNC,Health Care,-0.115347551,0.5529350818407327,0.012601034454858473,3.5890325561961323
94,CNP,Utilities,-0.224709889,0.6184458127040345,-1.088019803,9.352807559773202
95,CERN,Health Care,0.02108231505689362,0.32894387194037766,0.0733214038389659,1.215046962911587
96,CF,Materials,-0.137769083,0.6088521986855402,-0.61919649,3.8387537480516087
97,SCHW,Financials,0.09488303138612768,0.547385531659619,0.2860317800032731,4.100687286119992
98,CHTR,Communication Services,0.28477106663369006,0.3638970085693745,-0.940281592,10.292017165097668
99,CVX,Energy,-0.233640431,0.6424065779517023,-0.870904092,10.649819568845585
100,CMG,Consumer Discretionary,0.5273407279439233,0.5129686622961098,0.13239336750373026,4.417205890361682
101,CB,Financials,0.021055572274101497,0.5071573926156216,-0.891667283,5.269736537882787
102,CHD,Consumer Staples,0.20651372627567646,0.3383155416327008,0.5423694967591496,7.212471905136432
103,CI,Health Care,-0.084564302,0.5536311573346374,-0.180664916,4.797886094222131
104,CINF,Financials,-0.219817346,0.6146139481771303,-0.085202962,3.1790201560099387
105,CTAS,Industrials,0.23738911453044279,0.5427990905709352,-0.871257921,6.887266739087474
106,CSCO,Information Technology,-0.063270036,0.43539196821268705,-0.27438429,5.75568308285585
107,C,Financials,-0.243642709,0.7042071426791275,-0.47234182,4.468466201939512
108,CFG,Financials,-0.091438096,0.7996474191908451,-0.65056286,4.824649627893474
109,CTXS,Information Technology,0.130353430427001,0.42597646291218255,0.00867142408342023,6.466877898871575
110,CLX,Consumer Staples,0.2828045961653909,0.3337210554297621,0.06235668794410063,9.35066741682234
111,CME,Financials,-0.120414247,0.5018465188339138,-1.57336127,11.237063198148828
112,CMS,Utilities,-0.117495785,0.4019826609008274,-0.18608848,6.716123657410385
113,KO,Consumer Staples,-0.04735947,0.36141210297768966,-0.624122839,3.2101251117149507
114,CTSH,Information Technology,0.29126512568445034,0.5011501200178404,-0.353436628,7.622418044156786
115,CL,Consumer Staples,0.2203479888906509,0.32632299762729644,0.46265717831516684,9.068730872515976
116,CMCSA,Communication Services,0.08829120898237042,0.3938029116397735,0.16888555805874933,3.6952358051087293
117,CMA,Financials,-0.149727511,0.796382849347257,-0.599375129,4.090586190104831
118,CAG,Consumer Staples,0.1279634691788155,0.3460983877399231,-0.210372508,5.4457232167107925
119,CXO,Energy,-0.421434833,0.723291596038178,0.09732547161466248,3.198579589913207
120,COP,Energy,-0.455489929,0.7588483238458242,-0.54492492,8.015448226021851
121,ED,Utilities,-0.247302413,0.42597104511294476,-0.00816783,10.717854858043978
122,STZ,Consumer Staples,0.14761495225064725,0.4757019219822131,-0.286605407,8.424211529556812
123,COO,Health Care,-0.030297306,0.41514458347463956,-1.027770076,6.584045321464892
124,CPRT,Industrials,0.23000444732426134,0.45398239902662957,-0.282014785,7.598383698140335
125,GLW,Information Technology,0.23936877587678912,0.5307587810992846,-0.54369628,5.6806900344680304
126,CTVA,Materials,0.39819368709477954,0.528648813058364,-0.788478556,4.9263881394268765
127,COST,Consumer Staples,0.2029147225386876,0.29787499173178594,0.7491656494024937,5.869046349949484
128,CCI,Real Estate,0.0699871326010344,0.4418005187896029,-0.194909106,4.173704319758007
129,CSX,Industrials,0.21372082260462677,0.47814486537932066,-0.500696615,8.24199391347318
130,CMI,Industrials,0.3268991207340728,0.4460924337731066,0.690331568414256,10.673634673348507
131,CVS,Health Care,-0.055645282,0.4106218815071969,-0.469226639,5.944991641250105
132,DHI,Consumer Discretionary,0.27892258946587317,0.6231894220240825,-0.863280268,6.090064092336808
133,DHR,Health Care,0.3543384563480115,0.3479989500185793,-0.315004857,4.247221606229721
134,DRI,Consumer Discretionary,0.026737708168570656,0.8582456120359375,-0.28091219,7.941164055087235
135,DVA,Health Care,0.3964815169383197,0.4290236033087656,0.053967949721637834,1.9951072206510343
136,DE,Industrials,0.49508809217903144,0.47328030571977914,-0.537577572,4.713812915617743
137,DAL,Industrials,-0.434553564,0.8464853900979751,-0.696492559,6.5031115458031294
138,XRAY,Health Care,-0.14733223,0.500584803134729,-0.005879502,2.697899581343756
